card_set_id,clan,rarity,cost,CardName,card_id,Code
10001,Dragoncraft,Bronze,7,Skull Dragon,101411080,62sa8
10001,Dragoncraft,Bronze,8,Inferno Dragon,101411090,62saI
10001,Dragoncraft,Bronze,3,Roc,101411100,62saS
10001,Dragoncraft,Bronze,2,Fire Lizard,101411110,62sac
10001,Dragoncraft,Bronze,3,Trinity Dragon,101411120,62sam
10001,Dragoncraft,Bronze,7,Glacial Dragon,101411130,62saw
10001,Dragoncraft,Bronze,2,Dragon Wings,101414010,62tHw
10001,Dragoncraft,Bronze,3,Dragon Cry,101414020,62tI4
10001,Dragoncraft,Bronze,4,Serpent Force,101414030,62tIE
10001,Dragoncraft,Bronze,2,Wild Hunt,101414040,62tIO
10001,Dragoncraft,Silver,3,Dragonewt Princess,101421010,62u_I
10001,Dragoncraft,Silver,4,Grim Reaper,101421020,62u_S
10001,Dragoncraft,Silver,3,Sky Dragon Ethica,101421030,62u_c
10001,Dragoncraft,Silver,4,Leviathan,101421040,62u_m
10001,Dragoncraft,Silver,5,Lightning Behemoth,101421050,62u_w
10001,Dragoncraft,Silver,6,Dragonrider Devil,101421060,62v04
10001,Dragoncraft,Silver,7,Shenlong,101421070,62v0E
10001,Dragoncraft,Silver,3,Imprisoned Dragon,101421080,62v0O
10001,Dragoncraft,Silver,3,Ace Dragoon,101421090,62v0Y
10001,Dragoncraft,Silver,6,Mist Dragon,101421100,62v0i
10001,Dragoncraft,Silver,2,Golden Dragon's Den,101422010,62vEw
10001,Dragoncraft,Silver,2,Dragon Emissary,101424010,62vkA
10001,Dragoncraft,Silver,4,Draconification,101424020,62vkK
10001,Dragoncraft,Gold,2,Dragonewt Scholar,101431010,62xRY
10001,Dragoncraft,Gold,10,Genesis Dragon,101431020,62xRi
10001,Dragoncraft,Gold,6,Wyvern Cavalier,101431030,62xRs
10001,Dragoncraft,Gold,2,Shapeshifting Mage,101431040,62xS0
10001,Dragoncraft,Gold,9,Orb Dragon,101431050,62xSA
10001,Dragoncraft,Gold,7,Hydra,101431060,62xSK
10001,Dragoncraft,Gold,4,Deathmist Dragon,101431070,62xSU
10001,Dragoncraft,Gold,6,Wyrm Spire,101432010,62xhA
10001,Dragoncraft,Gold,5,Phoenix Roost,101432020,62xhK
10001,Dragoncraft,Legendary,9,Fafnir,101441010,62zto
10001,Dragoncraft,Legendary,6,Dark Dragoon Forte,101441020,62zty
10001,Dragoncraft,Legendary,8,Zirnitra,101441030,62zu6
10001,Shadowcraft,Bronze,2,Skeleton Viper,101511010,63EzY
10001,Shadowcraft,Bronze,2,Skullcradle Widow,101511020,63Ezi
10001,Shadowcraft,Bronze,3,Tenacious Ghost,101511030,63Ezs
10001,Shadowcraft,Bronze,3,Rabbit Necromancer,101511040,63E-0
10001,Shadowcraft,Bronze,3,Skeleton Knight,101511050,63E-A
10001,Shadowcraft,Bronze,2,Wight,101511060,63E-K
10001,Shadowcraft,Bronze,7,Cursed Soldier,101511070,63E-U
10001,Shadowcraft,Bronze,5,Soul Eater,101511080,63E-e
10001,Shadowcraft,Bronze,3,Spartoi,101511090,63E-o
10001,Shadowcraft,Bronze,7,Orcus,101511100,63E-y
10001,Shadowcraft,Bronze,2,Lesser Mummy,101511110,63E_6
10001,Shadowcraft,Bronze,1,Skull Beast,101511120,63E_G
10001,Shadowcraft,Bronze,4,Guilty Courier,101511130,63E_Q
10001,Shadowcraft,Bronze,1,Soul Conversion,101514010,63FiQ
10001,Shadowcraft,Bronze,2,Highway to Hell,101514020,63Fia
10001,Shadowcraft,Bronze,3,Soul Hunt,101514030,63Fik
10001,Shadowcraft,Bronze,3,Impious Resurrection,101514040,63Fiu
10001,Shadowcraft,Silver,1,Skeleton Fighter,101521010,63HPo
10001,Shadowcraft,Silver,2,Deadly Widow,101521020,63HPy
10001,Shadowcraft,Silver,3,Necroelementist,101521030,63HQ6
10001,Shadowcraft,Silver,4,Skull Rider,101521040,63HQG
10001,Shadowcraft,Silver,3,Goetia Mage,101521050,63HQQ
10001,Shadowcraft,Silver,5,Soul Glutton,101521060,63HQa
10001,Shadowcraft,Silver,6,Necropolis Queen,101521070,63HQk
10001,Shadowcraft,Silver,5,Soulhungry Wraith,101521080,63HQu
10001,Shadowcraft,Silver,8,Soul Grinder,101521090,63HR2
10001,Shadowcraft,Silver,5,Dullahan,101521100,63HRC
10001,Shadowcraft,Silver,1,Burial Grounds,101522010,63HfQ
10001,Shadowcraft,Silver,4,Curse of Rebirth,101524010,63I8g
10001,Shadowcraft,Silver,2,Ethereal Form,101524020,63I8q
10001,Shadowcraft,Gold,4,Wight King,101531010,63Js2
10001,Shadowcraft,Gold,3,Madame Lich,101531020,63JsC
10001,Shadowcraft,Gold,4,Phantom Dragon,101531030,63JsM
10001,Shadowcraft,Gold,6,Deathly Tyrant,101531040,63JsW
10001,Shadowcraft,Gold,8,Mordecai the Duelist,101531050,63Jsg
10001,Shadowcraft,Gold,1,Ghouls' Banquet,101532010,63K5g
10001,Shadowcraft,Gold,4,Phantom Howl,101534010,63Kaw
10001,Shadowcraft,Gold,3,Foul Tempest,101534020,63Kb4
10001,Shadowcraft,Gold,6,Death's Breath,101534030,63KbE
10001,Shadowcraft,Legendary,5,Cerberus,101541010,63MII
10001,Shadowcraft,Legendary,9,Lord Atomy,101541020,63MIS
10001,Shadowcraft,Legendary,8,Pluto,101541030,63MIc
10001,Shadowcraft,Legendary,5,Cerberus,704541010,f_d5I
10001,Bloodcraft,Bronze,2,Lilith,101611010,63dO2
10001,Bloodcraft,Bronze,2,Venomous Cobra,101611020,63dOC
10001,Bloodcraft,Bronze,2,Rain Devil,101611030,63dOM
10001,Bloodcraft,Bronze,1,Ambling Wraith,101611040,63dOW
10001,Bloodcraft,Bronze,2,Blood Wolf,101611050,63dOg
10001,Bloodcraft,Bronze,3,Metal Gargoyle,101611060,63dOq
10001,Bloodcraft,Bronze,3,Killer Devil,101611070,63dO-
10001,Bloodcraft,Bronze,4,Raging Giant,101611080,63dP8
10001,Bloodcraft,Bronze,4,Barbaric Demon,101611090,63dPI
10001,Bloodcraft,Bronze,5,Gluttonous Gorger,101611100,63dPS
10001,Bloodcraft,Bronze,3,Demonhand Assassin,101611110,63dPc
10001,Bloodcraft,Bronze,6,Rampaging Giant,101611120,63dPm
10001,Bloodcraft,Bronze,3,Demonic Sniper,101611130,63dPw
10001,Bloodcraft,Bronze,3,Succubus,101611140,63dQ4
10001,Bloodcraft,Bronze,2,Limil's Way,101614010,63e6w
10001,Bloodcraft,Bronze,2,Summon Bloodkin,101614020,63e74
10001,Bloodcraft,Bronze,3,Blood Rage,101614030,63e7E
10001,Bloodcraft,Silver,3,Devil of Vengeance,101621010,63fqI
10001,Bloodcraft,Silver,2,Mormo,101621020,63fqS
10001,Bloodcraft,Silver,3,Midnight Vampire,101621030,63fqc
10001,Bloodcraft,Silver,4,Geryon,101621040,63fqm
10001,Bloodcraft,Silver,7,Alucard,101621050,63fqw
10001,Bloodcraft,Silver,1,Cursebrand Vampire,101621060,63fr4
10001,Bloodcraft,Silver,2,Dark Summoner,101621070,63frE
10001,Bloodcraft,Silver,3,Vampire Lykos,101621080,63frO
10001,Bloodcraft,Silver,3,Masked Butcher,101621090,63frY
10001,Bloodcraft,Silver,5,Vampire Bard,101621100,63fri
10001,Bloodcraft,Silver,1,Bloodfed Flowerbed,101623010,63gJY
10001,Bloodcraft,Silver,4,Night Horde,101624010,63gZA
10001,Bloodcraft,Silver,5,Savage Hunt,101624020,63gZK
10001,Bloodcraft,Gold,8,Furiae,101631010,63iGY
10001,Bloodcraft,Gold,3,Demon Commander Laura,101631020,63iGi
10001,Bloodcraft,Gold,5,Erinyes,101631030,63iGs
10001,Bloodcraft,Gold,4,Righteous Devil,101631040,63iH0
10001,Bloodcraft,Gold,9,Temptress Vampire,101631050,63iHA
10001,Bloodcraft,Gold,6,Medusa,101631060,63iHK
10001,Bloodcraft,Gold,3,Dire Bond,101633010,63ilo
10001,Bloodcraft,Gold,5,Diabolic Drain,101634010,63i_Q
10001,Bloodcraft,Gold,8,Revelation,101634020,63i_a
10001,Bloodcraft,Legendary,6,Queen Vampire,101641010,63kio
10001,Bloodcraft,Legendary,4,Soul Dealer,101641020,63kiy
10001,Bloodcraft,Legendary,5,Beast Dominator,101641030,63kj6
10001,Havencraft,Bronze,2,Rabbit Healer,101711010,63_oY
10001,Havencraft,Bronze,2,Ardent Nun,101711020,63_oi
10001,Havencraft,Bronze,3,Sister Initiate,101711030,63_os
10001,Havencraft,Bronze,3,Dark Priest,101711040,63_p0
10001,Havencraft,Bronze,4,Guardian Nun,101711050,63_pA
10001,Havencraft,Bronze,5,Healing Priestess,101711060,63_pK
10001,Havencraft,Bronze,6,Divine Armor,101711070,63_pU
10001,Havencraft,Bronze,8,Masked Giant,101711080,63_pe
10001,Havencraft,Bronze,2,Mainyu,101711090,63_po
10001,Havencraft,Bronze,4,Canoness,101711100,63_py
10001,Havencraft,Bronze,1,Pinion Prayer,101713010,640Ho
10001,Havencraft,Bronze,1,Sacred Plea,101713020,640Hy
10001,Havencraft,Bronze,2,Heretical Inquiry,101713030,640I6
10001,Havencraft,Bronze,4,Pious Fox,101713040,640IG
10001,Havencraft,Bronze,3,Divine Birdsong,101713050,640IQ
10001,Havencraft,Bronze,3,Power of Protection,101714010,640XQ
10001,Havencraft,Bronze,3,Healing Prayer,101714020,640Xa
10001,Havencraft,Silver,3,Temple Defender,101721010,642Eo
10001,Havencraft,Silver,3,Prism Priestess,101721020,642Ey
10001,Havencraft,Silver,5,Cleric Lancer,101721030,642F6
10001,Havencraft,Silver,4,Cruel Priestess,101721040,642FG
10001,Havencraft,Silver,7,White Knight,101721050,642FQ
10001,Havencraft,Silver,2,Protectoress,101721060,642Fa
10001,Havencraft,Silver,3,Radiant Shaman,101721070,642Fk
10001,Havencraft,Silver,3,Holy Mage,101721080,642Fu
10001,Havencraft,Silver,6,Angelic Noble,101721090,642G2
10001,Havencraft,Silver,5,Shrine Knight Maiden,101721100,642GC
10001,Havencraft,Silver,2,Guardian Sun,101722010,642UQ
10001,Havencraft,Silver,2,Noble Fangs,101723010,642k2
10001,Havencraft,Silver,4,Death Sentence,101723020,642kC
10001,Havencraft,Gold,9,Incandescent Dragon,101731010,644h2
10001,Havencraft,Gold,6,Arch Priestess Laelia,101731020,644hC
10001,Havencraft,Gold,1,Hare of Illusions,101733010,645AI
10001,Havencraft,Gold,2,Holy Sentinel,101733020,645AS
10001,Havencraft,Gold,6,Chorus of Prayer,101733030,645Ac
10001,Havencraft,Gold,2,Devourer of Heavens,101733040,645Am
10001,Havencraft,Gold,6,Themis's Decree,101734010,645Pw
